220kVⅠ段母线电压_A相_1,220kVⅠ段母线电压_B相_2,220kVⅠ段母线电压_C相_3,220kVⅠ段母线电压_3U0_4,以新线271断路器_A相_17,以新线271断路器_B相_18,以新线271断路器_C相_19,以新线271断路器_3I0_20
-63.98237991333008,80.3786392211914,-16.730926513671875,-0.32731103897094727,0.7482132911682129,-0.8926141262054443,0.22309041023254395,0.0
-75.75262451171875,71.16458129882812,4.341503620147705,-0.14027616381645203,0.8978559374809265,-0.7717393040657043,-0.08365890383720398,0.00929604098200798
-83.28181457519531,56.45952224731445,26.1739559173584,-0.763725757598877,0.9446192979812622,-0.576479971408844,-0.2974538803100586,0.00929604098200798
-84.47559356689453,37.698612213134766,46.06991195678711,-0.6078633666038513,0.9913825988769531,-0.3347302973270416,-0.5577260255813599,0.00929604098200798
-80.590576171875,16.878578186035156,63.487979888916016,0.18703487515449524,0.8978559374809265,-0.07438451051712036,-0.7436347007751465,0.02788812294602394
-71.22882843017578,-4.721426486968994,75.44013214111328,-0.3896560072898865,0.7762712836265564,0.204557403922081,-0.9016571044921875,0.00929604098200798
-56.30659103393555,-26.862211227416992,83.22776794433594,0.6078633666038513,0.5892179608345032,0.44630706310272217,-0.9853159785270691,0.0
-37.80301284790039,-46.47589111328125,84.35218811035156,0.4987596869468689,0.37410664558410645,0.6880567073822021,-0.9853159785270691,0.00929604098200798
-16.80715560913086,-63.87445068359375,80.46878051757812,-0.10910367965698242,0.12158466130495071,0.8554218411445618,-0.9574297070503235,0.00929604098200798
4.6703996658325195,-75.94840240478516,71.40055084228516,0.6234496235847473,-0.14028999209403992,1.0041909217834473,-0.8179981708526611,0.00929604098200798
26.33644676208496,-83.3841323852539,56.699825286865234,-0.18703487515449524,-0.36475399136543274,1.0599793195724487,-0.6413849592208862,0.01859208196401596
46.31654357910156,-84.53849029541016,38.14692687988281,0.17144864797592163,-0.5798653364181519,1.069277286529541,-0.4182945191860199,0.00929604098200798
63.72058868408203,-80.60743713378906,17.15778923034668,0.4987596869468689,-0.7762712836265564,0.9855947494506836,-0.16731780767440796,-0.00929604098200798
75.75262451171875,-71.33097839355469,-4.331092357635498,0.23379360139369965,-0.8978559374809265,0.8461238145828247,0.1208406388759613,0.0
83.21898651123047,-56.501121520996094,-26.090665817260742,1.0286918878555298,-0.9633246064186096,0.6508644819259644,0.3625219166278839,0.00929604098200798
84.42323303222656,-37.875404357910156,-45.955387115478516,0.794898271560669,-0.9913825988769531,0.3905186653137207,0.6042032241821289,0.01859208196401596
80.56963348388672,-16.97217559814453,-63.4359245300293,0.015586240217089653,-0.9072086215019226,0.1673651486635208,0.7808164358139038,0.00929604098200798
71.30213165283203,4.607030391693115,-75.4505386352539,0.6857945919036865,-0.7762712836265564,-0.12087482959032059,0.9574297070503235,0.00929604098200798
56.40083694458008,26.62302017211914,-83.34229278564453,-0.5455183982849121,-0.5985706448554993,-0.36262449622154236,1.0132023096084595,0.01859208196401596
37.82395553588867,46.40309143066406,-84.456298828125,-0.32731103897094727,-0.38345932960510254,-0.6229702830314636,1.0503840446472168,0.0
17.089893341064453,63.697654724121094,-80.78111267089844,0.26496607065200806,-0.12158466130495071,-0.7810373306274414,0.9853159785270691,0.01859208196401596
-4.77511739730835,75.79241180419922,-71.44219970703125,-0.5922771096229553,0.13093732297420502,-0.9112102389335632,0.8737707734107971,0.00929604098200798
-26.409748077392578,83.21773529052734,-56.637359619140625,0.5143459439277649,0.34604865312576294,-0.9855947494506836,0.7157484292984009,0.00929604098200798
-46.22229766845703,84.30970001220703,-38.33433151245117,-0.21820735931396484,0.5798653364181519,-0.9762967228889465,0.4554762542247772,0.0
-63.72058868408203,80.46183776855469,-17.022441864013672,-0.3740697503089905,0.7388606667518616,-0.9019122123718262,0.19520410895347595,0.0
-75.6793212890625,71.40377044677734,4.164511680603027,-0.031172480434179306,0.9072086215019226,-0.7531431913375854,-0.055772602558135986,0.00929604098200798
-83.25039672851562,56.72991180419922,25.851205825805664,-1.0442781448364258,0.9633246064186096,-0.576479971408844,-0.3253401815891266,0.00929604098200798
-84.45465087890625,37.93780517578125,45.997032165527344,-0.5611046552658081,0.9913825988769531,-0.3533264100551605,-0.5577260255813599,0.02788812294602394
-80.67434692382812,17.138568878173828,63.258934020996094,0.031172480434179306,0.8978559374809265,-0.0836825743317604,-0.7250438332557678,0.0
-71.43826293945312,-4.336640357971191,75.25272369384766,-0.4052422344684601,0.7762712836265564,0.19525933265686035,-0.9016571044921875,0.00929604098200798
-56.58932876586914,-26.612621307373047,83.30064392089844,0.5766909122467041,0.5892179608345032,0.44630706310272217,-0.9853159785270691,0.02788812294602394
-38.12763595581055,-46.278297424316406,84.456298828125,0.3896560072898865,0.38345932960510254,0.6694605946540833,-0.9946114420890808,0.00929604098200798
-17.24696922302246,-63.676856994628906,80.61453247070312,0.0,0.13093732297420502,0.8461238145828247,-0.9388388395309448,0.00929604098200798
4.4190778732299805,-75.8236083984375,71.49425506591797,0.5922771096229553,-0.14028999209403992,1.0041909217834473,-0.8179981708526611,0.00929604098200798
26.07465362548828,-83.24893951416016,56.855995178222656,-0.15586240589618683,-0.36475399136543274,1.041383147239685,-0.6227940917015076,0.01859208196401596
45.95003128051758,-84.50729370117188,38.48008728027344,0.15586240589618683,-0.5985706448554993,1.041383147239685,-0.40899908542633057,0.00929604098200798
63.64728546142578,-80.7738265991211,17.386837005615234,0.5143459439277649,-0.7669186592102051,0.9669986367225647,-0.15802237391471863,0.02788812294602394
75.63743591308594,-71.53897094726562,-3.9250524044036865,0.31172481179237366,-0.9072086215019226,0.8461238145828247,0.13013607263565063,0.00929604098200798
83.3027572631836,-56.8131103515625,-25.851205825805664,1.0754505395889282,-0.9633246064186096,0.6601625084877014,0.3625219166278839,0.01859208196401596
84.38134765625,-38.11459732055664,-45.65346145629883,0.794898271560669,-1.0007352828979492,0.41841286420822144,0.6134986281394958,0.00929604098200798
80.62198638916016,-17.284164428710938,-63.19646453857422,-0.04675871878862381,-0.8978559374809265,0.1673651486635208,0.7808164358139038,0.0
71.56392669677734,4.170246601104736,-75.35684204101562,0.6390358209609985,-0.7762712836265564,-0.11157676577568054,0.9574297070503235,0.00929604098200798
56.61027145385742,26.539823532104492,-83.42558288574219,-0.4052422344684601,-0.5985706448554993,-0.38122060894966125,1.0317931175231934,0.0
38.14857864379883,46.091102600097656,-84.47711944580078,-0.35848352313041687,-0.35540130734443665,-0.6136721968650818,1.0503840446472168,-0.00929604098200798
17.40404510498047,63.55206298828125,-80.93728637695312,0.24937984347343445,-0.13093732297420502,-0.7810373306274414,0.9946114420890808,0.00929604098200798
-4.356247425079346,75.58441925048828,-71.56713104248047,-0.4520009756088257,0.13093732297420502,-0.9205083250999451,0.8830662369728088,0.01859208196401596
-26.116540908813477,83.0721435546875,-56.94969940185547,0.29613855481147766,0.32734331488609314,-0.9762967228889465,0.7064529657363892,0.02788812294602394
-45.908145904541016,84.3720932006836,-38.64666748046875,-0.06234496086835861,0.5892179608345032,-0.9762967228889465,0.4740671217441559,0.01859208196401596
-63.52162551879883,80.59703063964844,-17.397247314453125,-0.3896560072898865,0.7482132911682129,-0.8833160400390625,0.22309041023254395,0.01859208196401596
-75.62696838378906,71.5181655883789,3.8938183784484863,-0.10910367965698242,0.8885033130645752,-0.7624412178993225,-0.06506803631782532,0.00929604098200798
-83.07238006591797,56.91710662841797,25.549280166625977,-0.8260707259178162,0.9726772904396057,-0.585777997970581,-0.3067493140697479,0.01859208196401596
-84.50701141357422,38.29138946533203,45.57017135620117,-0.763725757598877,0.9633246064186096,-0.3254322409629822,-0.5763168931007385,0.00929604098200798
-80.8418960571289,17.460956573486328,63.081939697265625,0.0,0.9072086215019226,-0.07438451051712036,-0.7250438332557678,0.00929604098200798
-79.229248046875,-13.540301322937012,20.40610694885254,-125.60951232910156,0.6546866297721863,0.0836825743317604,3.6438100337982178,-4.27617883682251
-64.6944580078125,-35.213104248046875,35.6794548034668,-110.36616516113281,0.33669599890708923,0.26034578680992126,9.341911315917969,-9.863099098205566
-45.86625671386719,-54.35879898071289,31.15054702758789,-118.26838684082031,0.05611599609255791,0.4370090067386627,14.0175142288208,-14.436751365661621
-27.415037155151367,-75.34523010253906,25.986553192138672,-132.57655334472656,-0.23381665349006653,0.5020954608917236,18.944093704223633,-19.140548706054688
0.7958528399467468,-78.52751159667969,32.01468276977539,-79.39630889892578,-0.5331019759178162,0.5671818852424622,23.154926300048828,-23.137845993041992
20.66075897216797,-89.25991821289062,21.53052520751953,-81.25106811523438,-0.7669186592102051,0.6043741703033447,26.120168685913086,-25.908065795898438
41.47859573364258,-87.6375732421875,18.78194808959961,-47.63154983520508,-0.9539719820022583,0.6136721968650818,28.0350284576416,-27.637130737304688
63.54256820678711,-78.90189361572266,13.586719512939453,-3.288696765899658,-1.0755566358566284,0.5392876863479614,28.48120880126953,-27.88812255859375
75.01960754394531,-71.37257385253906,2.706932544708252,10.738919258117676,-1.1223199367523193,0.4556051194667816,27.514484405517578,-26.772598266601562
87.12494659423828,-51.16611862182617,-0.8016685247421265,60.17847442626953,-1.1503779888153076,0.36262449622154236,25.13485336303711,-24.262666702270508
92.02572631835938,-30.980459213256836,-10.577859878540039,86.64390563964844,-1.1036145687103271,0.204557403922081,21.556110382080078,-20.5721378326416
87.6275863647461,-10.212424278259277,-16.72051429748535,104.28753662109375,-0.9259139895439148,0.05578838288784027,16.834030151367188,-15.8404541015625
81.8052978515625,15.93221378326416,-20.312406539916992,133.3714599609375,-0.6827446222305298,-0.11157676577568054,11.37761116027832,-10.420862197875977
67.09249114990234,36.23226547241211,-26.361358642578125,132.79476928710938,-0.40216463804244995,-0.31613415479660034,5.549374103546143,-4.68520450592041
47.552207946777344,57.38508987426758,-26.694520950317383,135.0391845703125,-0.06546866148710251,-0.4556051194667816,-0.27886301279067993,0.9481961727142334
27.394092559814453,73.70208740234375,-28.172922134399414,126.12385559082031,0.2899326682090759,-0.5485857725143433,-5.651623725891113,6.051722526550293
3.3719029426574707,82.6873550415039,-26.298891067504883,103.43029022216797,0.6266286373138428,-0.585777997970581,-10.308635711669922,10.402270317077637
-19.016695022583008,90.24787902832031,-20.978727340698242,87.15825653076172,0.9352666139602661,-0.5578837990760803,-13.933855056762695,13.720956802368164
-40.88170623779297,87.58557891845703,-16.75174903869629,52.29183578491211,1.1784359216690063,-0.4927973747253418,-16.276304244995117,15.728900909423828
-60.91415786743164,81.63699340820312,-9.14110279083252,20.433561325073242,1.3093732595443726,-0.39981675148010254,-17.16866683959961,16.426103591918945
-74.48554229736328,70.72779846191406,-2.394594192504883,-10.24015998840332,1.402899980545044,-0.31613415479660034,-16.61094093322754,15.66382884979248
-85.6065444946289,53.3188362121582,4.7475433349609375,-47.17955017089844,1.3841946125030518,-0.19525933265686035,-14.668194770812988,13.609403610229492
-88.7480697631836,33.29957580566406,12.35818862915039,-74.25284576416016,1.3093732595443726,-0.027894191443920135,-11.43338394165039,10.290717124938965
-86.73748779296875,10.493213653564453,18.115625381469727,-100.11042022705078,1.1410253047943115,0.15806707739830017,-7.185370445251465,5.995946407318115
-79.50151062011719,-12.593936920166016,24.164579391479492,-117.2708740234375,0.869797945022583,0.36262449622154236,-2.18442702293396,1.031860589981079
-64.160400390625,-34.599525451660156,28.214567184448242,-121.94674682617188,0.5518072843551636,0.5671818852424622,3.1418566703796387,-4.146034240722656
